rowid,kepid,tce_plnt_num,tce_period,tce_period_err,tce_time0,tce_time0_err,tce_duration,tce_duration_err,av_training_set
1953,4477104,1,1.169130,7.193660000e-06,2.45496e+06,1.876320000e-03,2.9850,4.2540000e-01,NTP
1954,4489387,1,0.857149,1.081510000e-05,2.45496e+06,4.036890000e-03,3.0320,5.8830000e+00,UNK
1955,4489829,1,0.727876,9.083150000e-06,2.45496e+06,3.598620000e-03,3.1830,7.8280000e+00,UNK
1956,4489844,1,0.822279,1.056650000e-05,2.45496e+06,3.179280000e-03,2.7740,1.3170000e+00,UNK
1957,4540632,1,31.005400,0.000000000e+00,2.45498e+06,0.000000000e+00,1.5000,0.0000000e+00,AFP
1958,4540632,2,31.005400,6.451810000e-06,2.45497e+06,1.766600000e-04,15.0900,1.9070000e-02,AFP
1959,4563268,1,7.751910,9.737540000e-06,2.45497e+06,9.692280000e-04,3.5280,1.5830000e-01,PC
1960,4563268,2,4.165370,1.170780000e-05,2.45497e+06,1.957910000e-03,3.2430,1.2720000e-01,PC
1961,4565985,1,17.511900,1.161370000e-05,2.45497e+06,5.570010000e-04,5.3820,1.7630000e-02,AFP
1962,4586482,1,623.006000,1.059190000e-04,2.45515e+06,1.567170000e-04,18.3400,1.5130000e-02,AFP
1963,4586482,2,623.006000,4.547700000e-04,2.45503e+06,5.428900000e-04,23.5500,9.9710000e-02,AFP
1964,4587135,1,54.083000,7.733970000e-04,2.45498e+06,1.214190000e-02,6.6190,1.7750000e+00,PC
1965,4649238,1,0.965712,8.831460000e-06,2.45497e+06,1.579670000e-03,2.2300,1.0830000e+00,NTP
1966,4649238,2,3.036160,1.214630000e-05,2.45497e+06,1.978120000e-03,4.4120,1.6580000e-01,UNK
1967,4649238,3,1.416270,1.229060000e-05,2.45497e+06,2.507580000e-03,4.8400,2.3630000e+00,AFP
1968,4649238,4,1.417000,1.363480000e-05,2.45496e+06,3.076440000e-03,5.0210,3.3270000e+00,AFP
1969,4667989,2,2.117070,1.746220000e-05,2.45497e+06,4.060200000e-03,4.9280,1.1550000e+00,AFP
1970,4667989,3,1.058860,1.535710000e-05,2.45497e+06,5.193090000e-03,4.4640,1.1800000e+01,NTP
1971,4668393,1,0.930164,1.598250000e-05,2.45496e+06,3.798200000e-03,1.3300,8.9560000e-01,AFP
1972,4668393,2,0.930093,1.479420000e-05,2.45497e+06,4.770450000e-03,2.1650,9.8820000e-01,AFP
1973,4680543,1,0.980143,9.580600000e-06,2.45496e+06,4.599950000e-03,1.9170,1.0480000e-01,AFP
1974,4680543,2,0.980161,9.042730000e-06,2.45497e+06,2.591010000e-03,3.5280,1.3820000e+00,AFP
1975,4680597,1,0.671088,5.819120000e-05,2.45496e+06,1.545120000e-02,2.2280,1.8930000e+01,AFP
1976,4680597,2,0.671100,1.677480000e-05,2.45497e+06,4.345600000e-03,2.0180,4.1550000e+00,AFP
1977,4743188,2,1.165010,1.327350000e-05,2.45496e+06,5.110480000e-03,3.8950,6.7980000e+00,AFP
1978,4743189,1,0.995435,1.083600000e-05,2.45497e+06,2.527460000e-03,3.5880,1.6320000e+00,AFP
1979,4743189,2,0.995468,1.579840000e-05,2.45497e+06,3.024900000e-03,3.4050,2.8590000e+00,AFP
1980,4743189,3,0.995413,1.461330000e-05,2.45496e+06,3.747260000e-03,2.4440,2.8790000e+00,AFP
1981,4761060,2,1.345240,2.512290000e-05,2.45497e+06,6.351670000e-03,4.2150,6.7930000e+00,AFP
1982,4761060,3,1.345180,1.915110000e-05,2.45497e+06,5.172350000e-03,4.7710,3.0170000e+00,AFP
1983,4761183,1,0.876406,1.050600000e-05,2.45496e+06,2.175140000e-03,3.1190,1.6320000e+00,UNK
1984,4761269,1,2.492870,1.837090000e-05,2.45497e+06,3.383970000e-03,2.7200,1.5400000e-01,NTP
1985,4814502,1,4.943310,1.121130000e-05,2.45497e+06,1.578220000e-03,2.6620,9.0070000e-02,PC
1986,4815520,1,31.578600,5.690880000e-06,2.45498e+06,1.405560000e-04,2.1470,3.8950000e-02,PC
1987,4815612,1,1.928510,2.582020000e-07,2.45496e+06,9.148090000e-05,3.9830,7.2550000e-03,AFP
1988,4816098,1,0.936698,6.671150000e-06,2.45497e+06,7.923410000e-04,2.4690,2.9360000e-01,UNK
1989,4842166,2,2.422480,2.886000000e-05,2.45496e+06,7.182130000e-03,3.3580,6.8170000e-01,UNK
1990,4842166,3,0.583217,1.100580000e-05,2.45496e+06,3.809660000e-03,2.3200,5.6730000e+00,NTP
1991,4842623,1,459.318000,2.124870000e-02,2.45509e+06,3.235290000e-02,6.9720,6.2930000e+00,NTP
1992,4842790,1,491.218000,1.087650000e-02,2.45508e+06,1.554940000e-02,6.4950,2.4730000e+00,UNK
1993,4851239,1,1.235150,1.246010000e-05,2.45496e+06,3.436600000e-03,4.1690,2.4760000e+00,AFP
1994,4851283,1,2.470180,1.171960000e-05,2.45497e+06,3.502410000e-03,3.3280,1.5160000e-01,AFP
1995,4851283,2,2.470320,1.266510000e-05,2.45496e+06,3.747360000e-03,2.7800,3.6410000e-01,AFP
1996,4862730,2,0.558341,1.228020000e-05,2.45496e+06,2.860450000e-03,1.7180,1.1700000e+00,AFP
1997,4862924,1,482.611000,1.826370000e-02,2.45515e+06,2.693090000e-02,13.3200,3.4320000e+00,NTP
1998,4862968,1,0.582622,8.842940000e-06,2.45496e+06,1.235480000e-03,1.9800,1.2670000e+00,NTP
1999,4862968,2,0.951979,9.186100000e-06,2.45497e+06,5.211720000e-03,2.6510,6.8260000e-02,UNK
2000,4862968,3,1.904030,0.000000000e+00,2.45497e+06,0.000000000e+00,6.0000,0.0000000e+00,UNK
2001,4922612,1,308.056000,1.041980000e-02,2.45502e+06,2.844220000e-02,4.4120,7.8690000e+00,UNK
2002,4927192,1,6.312740,6.978710000e-05,2.45497e+06,8.084140000e-03,11.0200,1.0880000e+00,AFP
2003,4927192,2,6.311670,7.601060000e-05,2.45497e+06,8.575360000e-03,9.6580,9.3190000e-01,AFP
2004,4927192,3,1.577850,1.654000000e-05,2.45497e+06,4.685040000e-03,4.8170,4.0700000e+00,NTP
2005,4384793,3,296.754000,1.163980000e-01,2.45497e+06,2.913410000e-01,50.8900,3.1510000e+02,NTP
2006,4385148,1,13.843000,9.398830000e-05,2.45497e+06,5.965330000e-03,4.1100,1.2840000e+00,PC
2007,4385148,2,24.276300,2.245470000e-04,2.45499e+06,8.278190000e-03,4.6850,2.1390000e+00,PC
2008,4386047,1,2.900610,1.790070000e-07,2.45497e+06,5.121940000e-05,3.7310,4.3850000e-03,AFP
2009,4459068,2,24.954600,7.597430000e-05,2.45498e+06,3.876990000e-03,14.3900,1.9620000e-01,AFP
2010,4459285,1,1.384910,2.479510000e-05,2.45497e+06,5.736270000e-03,8.5600,2.1410000e+01,NTP
2011,4459924,1,4.791790,2.840540000e-05,2.45497e+06,4.339040000e-03,4.3040,1.5560000e-01,AFP
2012,4477170,1,0.652347,1.144170000e-05,2.45497e+06,1.620900000e-03,2.0400,4.4290000e-01,UNK
2013,4477747,1,0.690156,4.811790000e-05,2.45497e+06,1.359880000e-02,2.2660,2.3510000e+01,AFP
2014,4477747,2,0.690140,1.728130000e-05,2.45496e+06,4.677160000e-03,2.6670,2.6570000e+00,AFP
2015,4477871,1,343.111000,7.774280000e-03,2.45522e+06,1.595410000e-02,7.0080,4.1860000e-01,NTP
2016,4540632,3,31.006100,0.000000000e+00,2.45498e+06,0.000000000e+00,12.5000,0.0000000e+00,AFP
2017,4544571,1,2.189070,6.235010000e-06,2.45497e+06,1.322340000e-03,1.4350,1.6450000e-01,AFP
2018,4544571,2,2.189090,8.346790000e-06,2.45497e+06,1.432900000e-03,0.9844,4.0580000e-01,AFP
2019,4544571,3,2.189060,1.174480000e-05,2.45497e+06,6.854780000e-03,1.8920,3.3170000e-01,AFP
2020,4565985,2,17.511900,1.137570000e-05,2.45498e+06,5.078880000e-04,5.0540,1.6360000e-02,AFP
2021,4566740,1,4.973160,5.608350000e-05,2.45497e+06,7.384830000e-03,11.2200,4.6110000e+00,NTP
2022,4566740,2,0.994607,8.615100000e-06,2.45497e+06,2.588550000e-03,3.7090,2.3250000e+00,NTP
2023,4566848,1,180.412000,7.099080000e-04,2.45498e+06,3.395130000e-03,3.2810,1.8000000e-01,PC
2024,4587448,1,2.234160,6.436860000e-06,2.45496e+06,1.434360000e-03,2.1250,5.6760000e-02,AFP
2025,4587448,2,2.234180,7.174900000e-06,2.45497e+06,1.419770000e-03,1.4130,6.1070000e-02,AFP
2026,4587528,1,0.593817,7.562620000e-06,2.45497e+06,8.950080000e-04,1.0410,1.3030000e-01,AFP
2027,4587528,2,0.593816,1.072880000e-05,2.45496e+06,1.368060000e-03,1.3510,2.7610000e-01,AFP
2028,4649305,1,22.651200,1.682600000e-05,2.45497e+06,6.247110000e-04,3.7210,3.6020000e-02,AFP
2029,4649305,2,22.651700,2.051230000e-04,2.45497e+06,1.024400000e-02,16.8100,7.8510000e-01,AFP
2030,4649305,3,5.974310,8.953210000e-05,2.45497e+06,1.108430000e-02,15.8000,6.9100000e+00,NTP
2031,4669058,1,0.917080,1.532020000e-05,2.45497e+06,5.940340000e-03,3.8250,3.4400000e+00,NTP
2032,4669402,1,143.195000,2.423470000e-03,2.45506e+06,1.179050000e-02,10.4600,8.3080000e-01,NTP
2033,4669402,2,8.495290,1.516710000e-04,2.45497e+06,1.456770000e-02,10.1500,2.5870000e-01,NTP
2034,4680745,1,1.463550,1.201890000e-05,2.45497e+06,1.953690000e-03,4.9680,2.4360000e+00,NTP
2035,4680772,1,26.190300,1.612820000e-04,2.45498e+06,4.896830000e-03,1.7830,1.9220000e-01,AFP
2036,4681152,1,1.835940,8.849980000e-08,2.45497e+06,3.026690000e-05,5.0540,5.8910000e-02,UNK
2037,4725292,1,1.154900,8.158860000e-06,2.45497e+06,2.723210000e-03,2.3110,1.9890000e+00,UNK
2038,4743508,1,2.086080,6.380040000e-08,2.45497e+06,1.430130000e-05,2.4050,1.9000000e-03,AFP
2039,4743508,2,2.086100,2.256040000e-06,2.45497e+06,4.089200000e-04,1.4860,1.2390000e-01,AFP
2040,4743513,1,2.086080,2.921840000e-07,2.45497e+06,6.793540000e-05,2.2480,6.3360000e-03,AFP
2041,4743513,2,2.086070,2.230720000e-06,2.45497e+06,4.587910000e-04,1.7170,2.7460000e-02,AFP
2042,4762283,1,498.843000,2.308850000e-02,2.45509e+06,3.076620000e-02,13.1800,2.0080000e+00,UNK
2043,4763381,1,0.799545,9.205270000e-06,2.45497e+06,4.462830000e-03,2.5900,5.7850000e+00,AFP
2044,4763381,2,0.799578,8.566670000e-06,2.45496e+06,3.935250000e-03,3.2830,7.3360000e+00,AFP
2045,4819564,1,0.633079,9.374080000e-02,2.45497e+06,1.132750000e+01,1.2030,1.2880000e+02,UNK
2046,4819950,1,459.305000,1.322580000e-02,2.45509e+06,2.104940000e-02,3.2540,2.2630000e+00,NTP
2047,4820550,1,202.118000,3.786170000e-04,2.45513e+06,1.396010000e-03,4.6830,8.5510000e-02,PC
2048,4820642,1,0.961597,7.223280000e-06,2.45496e+06,1.511150000e-03,1.4910,1.0390000e-01,UNK
2049,4843037,1,0.735962,1.176670000e-05,2.45496e+06,2.011110000e-03,2.4220,7.7440000e-01,AFP
2050,4843037,2,0.735981,9.805820000e-06,2.45497e+06,1.736130000e-03,2.0490,1.7330000e+00,AFP
2051,4843592,1,0.967065,8.448060000e-06,2.45496e+06,1.498430000e-03,0.9178,5.8890000e-02,AFP
2052,4851304,1,450.354000,8.301710000e-03,2.45497e+06,2.088750000e-02,11.6900,3.2810000e+00,UNK
2053,4851338,1,1.235160,1.294100000e-05,2.45496e+06,4.551020000e-03,3.4350,2.7360000e+00,AFP
2054,4851356,1,1.235170,1.148410000e-05,2.45496e+06,3.961260000e-03,3.3920,3.2520000e+00,AFP
2055,4851457,1,0.576138,1.117520000e-05,2.45497e+06,2.509700000e-03,2.1070,7.8090000e-01,NTP
2056,4863077,1,0.678214,1.496720000e-05,2.45496e+06,6.506870000e-03,1.8130,2.2790000e+00,AFP
2057,4863077,2,0.678248,8.642860000e-06,2.45497e+06,3.235500000e-03,2.1800,2.1610000e+00,AFP
2058,4863260,1,0.987061,1.594290000e-06,2.45496e+06,2.256700000e-04,1.2230,1.1780000e-02,AFP
2059,4927315,1,11.769200,3.356370000e-05,2.45497e+06,2.246880000e-03,2.4750,6.4220000e-01,AFP
2060,4927315,2,11.769100,7.908630000e-05,2.45498e+06,5.202470000e-03,2.6000,4.0130000e-01,AFP
2061,4927495,1,4.085910,7.862780000e-05,2.45497e+06,1.562360000e-02,6.8030,2.0230000e-01,AFP
2062,4386059,1,2.900640,5.576430000e-06,2.45497e+06,1.183760000e-03,2.4820,6.4700000e-02,AFP
2063,4386091,1,0.794834,5.501220000e-06,2.45496e+06,9.209680000e-04,2.0170,2.9020000e-01,AFP
2064,4386091,2,0.794835,3.161520000e-06,2.45497e+06,6.705320000e-04,2.9720,8.6360000e-01,AFP
2065,4386121,1,459.246000,9.638570000e-03,2.45509e+06,1.480620000e-02,7.3250,1.4280000e+00,NTP
2066,4459939,1,0.607297,1.187800000e-05,2.45496e+06,3.267730000e-03,2.0570,5.6570000e-01,AFP
2067,4459939,2,0.607323,1.795540000e-05,2.45496e+06,4.334740000e-03,1.9670,5.6010000e-01,AFP
2068,4464287,1,1.482900,1.518170000e-05,2.45497e+06,4.892720000e-03,4.8010,2.2390000e+00,AFP
2069,4464287,2,1.482720,2.986300000e-05,2.45497e+06,1.214920000e-02,3.1040,1.7250000e+00,AFP
2070,4478168,1,14.586500,3.049320000e-05,2.45498e+06,1.714470000e-03,4.0020,2.5250000e-01,PC
2071,4478168,2,8.029240,5.900550000e-05,2.45497e+06,5.650970000e-03,3.2600,2.5610000e-01,PC
2072,4479633,1,0.950128,6.627590000e-06,2.45497e+06,1.172370000e-03,0.9133,5.2720000e-02,AFP
2073,4544571,4,2.189080,3.211210000e-05,2.45497e+06,4.592550000e-03,1.4580,2.2080000e-01,AFP
2074,4544572,1,2.189060,6.105570000e-06,2.45497e+06,1.260520000e-03,1.4090,1.5830000e-01,AFP
2075,4544572,2,2.189050,1.468640000e-05,2.45497e+06,3.386220000e-03,1.8770,1.5700000e-01,AFP
2076,4567118,1,521.105000,1.835230000e-02,2.45502e+06,2.631200000e-02,14.5400,2.3720000e+00,UNK
2077,4567400,1,17.168700,3.915710000e-04,2.45498e+06,1.851240000e-02,27.3600,3.3380000e-01,NTP
2078,4567531,1,566.920000,5.397680000e-03,2.45511e+06,5.806490000e-03,12.6200,1.5170000e+00,NTP
2079,4568117,1,0.562546,8.836120000e-06,2.45496e+06,2.349050000e-03,1.8960,8.1580000e-01,AFP
2080,4588073,1,2.263870,1.818730000e-05,2.45497e+06,3.804930000e-03,7.2770,3.8120000e+00,UNK
2081,4588115,1,4.659590,1.577580000e-05,2.45497e+06,1.850440000e-03,14.9600,1.1290000e+00,AFP
2082,4588115,2,4.659980,1.832200000e-05,2.45497e+06,2.333540000e-03,15.0700,2.7860000e+00,AFP
2083,4649339,1,1.434700,1.668390000e-05,2.45497e+06,4.946450000e-03,5.1650,2.6140000e+00,UNK
2084,4649339,2,0.717212,6.690460000e-06,2.45497e+06,2.076440000e-03,2.6010,1.0980000e+00,UNK
2085,4649440,1,19.370700,2.640430000e-05,2.45498e+06,1.127050000e-03,1.3770,4.2630000e-02,AFP
2086,4649440,2,19.370400,1.088390000e-04,2.45497e+06,4.610400000e-03,4.7550,2.9530000e-01,AFP
2087,4669402,3,2.123770,3.017600000e-05,2.45497e+06,8.058080000e-03,7.7260,8.1620000e+00,NTP
2088,4670217,1,18.121000,1.459410000e-04,2.45497e+06,7.283600000e-03,3.2940,5.7510000e-01,PC
2089,4670267,1,1.000350,4.265600000e-06,2.45497e+06,9.787470000e-04,3.3350,1.2590000e+00,AFP
2090,4670267,2,2.006100,1.526270000e-05,2.45497e+06,3.180900000e-03,4.9050,1.3560000e+00,UNK
2091,4670267,3,1.005770,0.000000000e+00,2.45496e+06,0.000000000e+00,3.0000,0.0000000e+00,AFP
2092,4725681,1,23.967900,7.917070000e-05,2.45497e+06,2.618340000e-03,3.8420,7.0950000e-01,PC
2093,4725681,2,8.295580,1.829720000e-05,2.45497e+06,1.484690000e-03,1.1570,1.4630000e-01,PC
2094,4725737,1,438.627000,7.719480000e-03,2.45513e+06,1.038110000e-02,6.7870,1.1680000e+00,UNK
2095,4749989,1,0.732234,1.079620000e-05,2.45497e+06,2.810720000e-03,2.3250,3.6340000e+00,AFP
2096,4749989,2,0.732255,8.987820000e-06,2.45496e+06,2.075650000e-03,2.0750,2.0030000e+00,AFP
2097,4750341,1,0.987530,2.005120000e-05,2.45496e+06,7.614440000e-03,3.1160,3.0330000e+00,AFP
2098,4763776,1,1.580680,2.137510000e-05,2.45497e+06,6.974180000e-03,4.6320,6.3370000e+00,UNK
2099,4764008,1,0.657741,1.737850000e-05,2.45496e+06,7.430770000e-03,2.4470,6.1240000e+00,UNK
2100,4764523,1,6.559730,6.183220000e-05,2.45497e+06,7.144200000e-03,11.4700,1.3030000e+00,AFP
2101,4764523,2,6.561390,1.550020000e-04,2.45497e+06,1.826400000e-02,9.7420,2.6800000e-01,AFP
2102,4824268,1,152.151000,4.264740000e-05,2.45505e+06,1.993280000e-04,26.8100,3.4460000e-02,AFP
2103,4824268,2,152.152000,1.704840000e-05,2.45498e+06,9.640500000e-05,6.5360,6.0390000e-03,AFP
2104,4825872,1,2.575470,3.338630000e-05,2.45496e+06,6.567720000e-03,3.8190,1.3450000e+00,NTP
2105,4843592,2,0.967051,7.775570000e-06,2.45497e+06,1.321520000e-03,0.8562,6.5710000e-02,AFP
2106,4844004,1,1.568080,3.913030000e-06,2.45496e+06,7.671430000e-04,1.1320,7.2480000e-02,PC
2107,4844367,1,17.162500,1.218510000e-04,2.45498e+06,5.725670000e-03,3.9320,7.0950000e-01,PC
2108,4844470,1,60.533100,3.770260000e-04,2.45497e+06,5.259350000e-03,7.2670,5.8100000e-01,UNK
2109,4851464,1,5.548250,5.501260000e-07,2.45497e+06,8.282300000e-05,6.0440,5.9180000e-03,AFP
2110,4851464,2,5.548260,8.544710000e-06,2.45497e+06,1.228220000e-03,5.4180,2.3850000e-01,AFP
2111,4851530,1,23.081500,3.107890000e-04,2.45498e+06,1.193200000e-02,9.1980,1.5030000e+00,UNK
2112,4863369,1,4.247510,3.845200000e-05,2.45497e+06,6.357060000e-03,3.3010,2.4950000e-01,UNK
2113,4863614,1,0.703839,9.067990000e-06,2.45496e+06,1.412420000e-03,1.4850,1.6630000e-01,AFP
2114,4863614,2,0.703865,8.362350000e-06,2.45496e+06,1.299000000e-03,1.5120,1.8280000e-01,AFP
2115,4863753,1,1.000020,6.467100000e-06,2.45496e+06,1.150290000e-03,1.2780,1.4310000e-01,UNK
2116,4927495,2,4.085850,5.692450000e-05,2.45497e+06,1.023960000e-02,7.1640,1.5930000e-01,AFP
2117,4927495,3,4.086710,3.773850000e-05,2.45496e+06,6.538860000e-03,15.6400,8.8240000e+00,AFP
2118,4927734,1,1.500030,1.679560000e-05,2.45497e+06,5.324170000e-03,4.9180,1.1660000e+00,AFP
2119,4927985,1,3.413160,5.696980000e-05,2.45497e+06,1.305680000e-02,9.3160,4.9740000e-01,AFP
2120,4386947,1,0.642046,9.288450000e-06,2.45496e+06,1.147430000e-03,1.6080,2.9810000e-01,UNK
2121,4390625,1,2.552850,1.981860000e-05,2.45496e+06,3.708270000e-03,6.6710,2.6490000e+00,UNK
2122,4390625,2,1.276510,1.315670000e-05,2.45497e+06,3.060080000e-03,4.4990,3.1160000e+00,UNK
2123,4390899,1,0.831035,1.382760000e-05,2.45497e+06,4.251930000e-03,2.6160,1.2340000e+00,UNK
2124,4464287,3,1.482800,1.906590000e-05,2.45496e+06,5.153080000e-03,3.4250,5.0420000e-01,AFP
2125,4464394,1,4.131700,8.004310000e-05,2.45497e+06,1.406110000e-02,9.3590,2.8710000e+00,AFP
2126,4464394,2,4.131880,6.347240000e-05,2.45497e+06,1.060090000e-02,12.2000,5.8220000e+00,AFP
2127,4479633,2,0.950136,6.745870000e-06,2.45496e+06,1.165660000e-03,0.8809,5.3070000e-02,AFP
2128,4479949,1,1.487900,1.756230000e-05,2.45496e+06,5.025250000e-03,5.3240,4.6290000e+00,NTP
2129,4479949,2,1.555930,1.724920000e-05,2.45497e+06,4.938040000e-03,5.4520,5.5910000e+00,NTP
2130,4480321,1,1.960620,1.738130000e-03,2.45497e+06,3.457030000e-01,2.7770,8.4560000e+01,UNK
2131,4544572,3,2.189120,2.300500000e-05,2.45497e+06,1.818240000e-03,0.5665,1.1840000e-01,AFP
2132,4544587,1,2.189140,8.700310000e-08,2.45497e+06,2.172200000e-05,4.1110,2.2320000e-03,UNK
2133,4544620,1,2.189050,6.453910000e-06,2.45497e+06,1.610560000e-03,2.5750,8.6270000e-02,AFP
2134,4544620,2,2.189080,8.889650000e-06,2.45497e+06,1.962090000e-03,1.6980,1.4280000e-01,AFP
2135,4568298,1,0.562558,0.000000000e+00,2.45496e+06,0.000000000e+00,1.5000,0.0000000e+00,AFP
2136,4568729,1,3.480090,3.173660000e-05,2.45497e+06,5.698540000e-03,8.3830,2.6970000e+00,NTP
2137,4569150,1,2.233670,1.838900000e-05,2.45497e+06,4.317330000e-03,5.7090,3.5290000e+00,UNK
2138,4569150,2,1.021810,1.577320000e-05,2.45497e+06,5.558390000e-03,4.3460,8.9700000e+00,UNK
2139,4588115,3,32.562400,6.048290000e-04,2.45498e+06,1.952980000e-02,5.6060,2.1600000e+00,NTP
2140,4633434,1,22.271200,1.017020000e-06,2.45497e+06,3.738480000e-05,4.5910,4.8800000e-03,AFP
2141,4633434,2,22.271200,9.562300000e-06,2.45498e+06,3.450900000e-04,4.8400,2.8680000e-02,AFP
2142,4633454,1,1.705510,1.859700000e-05,2.45497e+06,4.085460000e-03,4.9500,9.4300000e-01,AFP
2143,4649462,1,0.946036,5.091250000e-02,2.45496e+06,1.006050000e+01,0.9111,1.7050000e+02,AFP
2144,4649462,2,0.945090,1.188420000e-05,2.45496e+06,4.705780000e-03,2.5560,4.5510000e+00,AFP
2145,4649476,1,1.448710,1.100660000e-05,2.45497e+06,3.143620000e-03,2.7990,6.4120000e-01,AFP
2146,4649476,2,1.449010,7.339220000e-06,2.45496e+06,1.259060000e-03,0.9119,6.4450000e-02,AFP
2147,4670388,1,1.438770,1.061480000e-05,2.45497e+06,1.314540000e-03,3.0080,3.0710000e-01,NTP
2148,4670388,2,1.197110,2.653130000e+03,2.45497e+06,4.070490000e+05,1.0840,5.5380000e+06,AFP
2149,4670388,3,1.195760,1.498960000e-05,2.45497e+06,2.180380000e-03,2.8300,8.1440000e-01,AFP
2150,4670846,1,0.706098,2.332620000e-05,2.45496e+06,4.851710000e-03,1.5020,3.1460000e-01,AFP
2151,4725882,1,631.852000,9.876080000e-03,2.45498e+06,1.295590000e-02,12.0500,2.1510000e+00,NTP
2152,4726268,1,0.841396,8.061620000e-06,2.45496e+06,5.343490000e-03,2.9510,8.4840000e-01,NTP
2153,4726268,2,0.500744,2.804700000e-05,2.45496e+06,5.436360000e-03,1.5030,1.9590000e+00,AFP
2154,4726268,3,0.500744,2.344650000e-05,2.45496e+06,4.432790000e-03,1.5030,1.6930000e+00,AFP
2155,4750669,1,3.384190,1.951170000e-05,2.45496e+06,3.722550000e-03,2.2140,1.9930000e-01,PC
2156,4751083,1,4.532410,7.509330000e-07,2.45497e+06,1.635940000e-04,3.2900,9.4040000e-03,AFP
2157,4751083,2,4.532430,1.732210000e-06,2.45497e+06,3.850550000e-04,3.2710,2.1820000e-02,AFP
2158,4752451,1,6.415040,3.770880000e-06,2.45497e+06,4.293530000e-04,2.8070,4.7150000e-02,AFP
2159,4752451,2,3.207490,9.029290000e-06,2.45497e+06,1.715430000e-03,2.6920,6.2810000e-02,UNK
2160,4764523,3,6.561530,1.034790000e-04,2.45497e+06,1.184060000e-02,15.9900,6.5440000e+00,AFP
2161,4764774,1,1.290160,2.207690000e-05,2.45497e+06,8.236020000e-03,3.6940,6.0200000e+00,AFP
2162,4764969,1,0.602243,1.024280000e-05,2.45496e+06,1.577330000e-03,1.9390,5.3340000e-01,NTP
2163,4825872,2,7.726980,9.701780000e-05,2.45497e+06,9.663320000e-03,11.5200,1.0320000e+00,AFP
2164,4825872,3,7.730120,7.782240000e-05,2.45497e+06,7.610140000e-03,5.2500,2.0070000e-01,AFP
2165,4826031,1,0.547270,9.473090000e-06,2.45496e+06,1.072610000e-03,1.6620,2.6610000e-01,AFP
2166,4826031,2,0.537604,1.521210000e-05,2.45496e+06,1.773830000e-03,1.7290,5.0270000e-01,AFP
2167,4845003,1,8.699390,1.810160000e-04,2.45497e+06,1.592990000e-02,16.1800,3.0050000e+00,UNK
2168,4845555,1,2.489760,1.998010000e-05,2.45497e+06,4.186570000e-03,3.7020,5.5910000e-01,AFP
2169,4845555,2,2.489620,2.061600000e-05,2.45496e+06,4.414650000e-03,4.2380,8.7960000e-01,AFP
2170,4845555,3,0.622456,1.263190000e-05,2.45496e+06,3.403970000e-03,2.0760,1.1490000e+00,UNK
2171,4851530,2,4.774990,1.421900000e-05,2.45497e+06,2.150220000e-03,1.7330,4.8410000e-01,PC
2172,4852055,1,481.217000,8.431910000e-03,2.45526e+06,1.010690000e-02,11.6800,3.5800000e+00,UNK
2173,4852297,1,3.289300,1.459930000e-05,2.45497e+06,2.367920000e-03,1.1570,5.1270000e-01,AFP
2174,4852455,1,285.914000,1.169130000e-02,2.45515e+06,3.300980000e-02,11.7600,1.1150000e+00,NTP
2175,4863836,1,1.821860,2.687890000e-05,2.45496e+06,6.573500000e-03,5.9500,8.1070000e+00,NTP
2176,4863956,1,2.159160,2.424730000e-05,2.45497e+06,5.154890000e-03,5.5150,2.9040000e+00,AFP
2177,4863956,2,2.160040,2.244770000e-05,2.45496e+06,5.213460000e-03,4.6100,1.1860000e+00,AFP
2178,4927985,2,3.412280,9.547250000e-05,2.45497e+06,2.379170000e-02,4.6230,3.7060000e-01,AFP
2179,4928119,1,44.639000,8.397460000e-06,2.45499e+06,1.633550000e-04,3.0460,1.4200000e-02,AFP
2180,4928235,1,1.226960,1.905740000e-05,2.45497e+06,8.444440000e-03,6.6140,2.5380000e+01,UNK
2181,4390902,1,2.552970,3.363940000e-05,2.45497e+06,8.566340000e-03,8.6850,1.1300000e+01,UNK
2182,4390912,1,0.687515,7.662360000e-06,2.45496e+06,9.495560000e-04,1.3780,1.2830000e-01,UNK
2183,4391348,1,1.964340,8.955010000e-06,2.45496e+06,2.478700000e-03,2.5240,1.3870000e-01,AFP
2184,4464394,3,8.263670,1.251520000e-04,2.45497e+06,1.205710000e-02,3.5050,2.8260000e-01,UNK
2185,4464689,1,3.191880,3.389770000e-05,2.45497e+06,6.575430000e-03,10.1300,3.6950000e+00,NTP
2186,4465188,1,3.312120,4.673180000e-05,2.45497e+06,9.057600000e-03,9.5120,4.6800000e+00,AFP
2187,4465188,2,3.312880,4.478560000e-05,2.45497e+06,8.565420000e-03,10.1400,8.3870000e+00,AFP
2188,4480676,1,0.711964,5.520820000e-07,2.45497e+06,9.229940000e-05,1.3320,2.2780000e-02,AFP
2189,4481004,1,1.272010,1.181870000e-05,2.45497e+06,1.903090000e-03,4.1830,9.6480000e-01,UNK
2190,4481426,1,1.897290,3.492210000e-05,2.45497e+06,8.967490000e-03,4.7380,1.6180000e+00,UNK
2191,4481426,2,0.629688,1.505280000e-05,2.45496e+06,4.244610000e-03,2.0280,1.3290000e+00,AFP
2192,4544620,3,1.094540,1.558260000e-05,2.45497e+06,7.375540000e-03,3.2340,5.8680000e+00,UNK
